key,0
68,"エノキアンが発動し30秒が経過するごとにアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ファウル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が使用可能となります。エノキアンの継続時間は、エレメンタルゲージ右下にあるタイマーによって30秒ごとに確認することができます。ファウルが使用可能になるとゲージ下部にある<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>クリスタル（ポリグロット）<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が点灯します。"
69,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ポリグロット効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、ポリグロットの最大スタック数が2つに増加しました！
エノキアンが発動し30秒が経過するごとにアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ファウル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が使用可能となります。エノキアンの継続時間は、エレメンタルゲージ右下にあるタイマーによって30秒ごとに確認することができます。ファウルが使用可能になるとゲージ下部にある<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>クリスタル（ポリグロット）<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が点灯します。"
70,"エーテルフローシンボル"
71,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エナジードレイン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“エーテルフロー”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の付与数を示すシンボルが表示されるようになりました！"
72,"トランスゲージ"
73,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルチャージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、エーテルチャージの効果時間残量を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トランスゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
エーテルチャージを使用すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ルビーの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トパーズの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エメラルドの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
これらを消費して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・イフリート」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・トパーズ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・エメラルド」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行し、3種類のペットを召喚できます。"
74,"ペットを召喚すると、ペットごとに対応した<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“エーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が自身に付与されます。
トランスゲージには、付与されているエーテルのスタック数と効果時間が表示されます。エーテルが付与されると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムシャイン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル26で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムブリリアンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の性能が変化します。"
75,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルチャージマスタリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、トランス・バハムートの効果時間残量を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トランスゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになります。
アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トランス・バハムート」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ルビーの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トパーズの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エメラルドの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
また、トランス・バハムートの効果中は「ルインガ」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルインパルス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に、「アウトバースト」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルフレア」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に変化します。"
76,"ペットを召喚すると、ペットごとに対応した<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“エーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が自身に付与されます。
トランスゲージには、付与されているエーテルのスタック数と効果時間が表示
されます。
エーテルが付与されると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムシャイン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムブリリアンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の性能が変化します。"
77,"トランス深度"
78,"ステップシンボル"
79,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「スタンダードステップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ステップシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！スタンダードステップを実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>ダンスモード<UIGlow>01</UIGlow><UIForeground>01</UIForeground>になります。
ダンスモード中にステップシンボルに表示される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ステップアクション”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を正しい順序で実行し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「スタンダードフィニッシュ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>をすることで自身や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「クローズドポジション」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>で選択したパーティメンバーの与ダメージを上昇させることができます。
ダンスの効果発生中は残り時間が表示されます。"
80,"幻扇シンボル"
81,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「幻扇」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“幻扇”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の付与状況がわかる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「幻扇シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました。
幻扇は<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「リバースカスケード」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ライジングウィンドミル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などを使用すると付与され、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「扇の舞い【序】」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル50で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「扇の舞い【破】」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用することで消費されます。"
82,"ステップシンボル"
83,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「テクニカルステップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得しました。テクニカルステップでは
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ステップシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に4種類のステップアクションが表示されます。
スタンダードステップの場合と同様に、ステップアクションを正しい順序で実行して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「テクニカルフィニッシュ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することで、自身と周囲のパーティメンバーの与ダメージを上昇させることができます。"
84,"幻扇シンボル/エスプリゲージ"
85,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エスプリ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「幻扇シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エスプリゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が追加
されました！
エスプリは<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「スタンダードフィニッシュ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「テクニカルフィニッシュ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の追加効果である
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エスプリ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を付与された自身やパーティメンバーが、ウェポンスキルや魔法による攻撃を実行することで蓄積されます。エスプリは<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「剣の舞い」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用すると消費されます。"
86,"バランスゲージ"
87,"赤魔道士ではその独自の魔法体系の源となる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>”ホワイトマナ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>と<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>”ブラックマナ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状態を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「バランスゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されます。ホワイトマナとブラックマナは特定の魔法を使用することで蓄積され、それぞれを一定以上蓄積させることで、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「リポスト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エンリポスト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に置き換わるなど、特定のアクションが強力なアクションに変化します。"
88,"また、ホワイトマナとブラックマナの差が一定以上になると上部のクリスタルがそれぞれの色に変わり、少ない方のゲージの上昇量が低下します。
それぞれのマナをバランスよく増加させ、攻撃力を高めましょう！"
89,"ソイルシンボル"
90,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ロイヤルガード」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、その使用状態を示すシンボルが表示されるようになりました！
敵視を集めたいときにはロイヤルガードを使いましょう！"
91,"ソイルシンボル"
92,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソイルチャージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ソイル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>のスタック数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソイルシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
ソイルは<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソリッドバレル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「デーモンスローター」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>をコンボで実行することに成功すると蓄積され、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「バーストストライク」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル60で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ビートファング」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用すると消費されます。"
93,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トランス・バハムート効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、アクション
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・バハムート」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>により<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“デミ・バハムート”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を召喚できるようになりました。
サモン・バハムート中はトランスゲージに「デミ・バハムート」の残り顕現時間が表示されます。
アクション「サモン・バハムート」を使用すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ルビーの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トパーズの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エメラルドの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
また、サモン・バハムート中は、「ルインガ」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルインパルス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に、
「アウトバースト」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルフレア」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に、さらに「アストラルフロウ」が
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「デスフレア」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>にそれぞれ変化します。"
94,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「照破」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“剣圧”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況がわかる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「剣圧シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示
されるようになりました。
剣圧は<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「居合術」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「黙想」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、レベル90で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「奥義波切」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用すると蓄積され、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「照破」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用することで消費されます。"
95,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、付与されている<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“闘気”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状態を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「闘気シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
闘気は最大まで蓄積することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「鉄山靠」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用できます。"
96,"必殺技シンボル"
97,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「踏鳴効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「必殺技シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>と<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「陰陽の闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が解放され、踏鳴の効果中にウェポンスキルを実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“チャクラ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されるようになりました。
“チャクラ”は<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「走竜のチャクラ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「猛虎のチャクラ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「魔猿のチャクラ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の3種類があり、特定のウェポンスキルを実行することで付与されます。
同じ“チャクラ”を3つ付与するとアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「蒼気砲」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用できます。
3種類の“チャクラ”をすべて付与するとアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「爆裂脚」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用できます。

また、「蒼気砲」を実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「陰の闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、「爆裂脚」を実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「陽の闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、さらに“チャクラ”3種が種類を問わず付与された状態になると、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「闘魂旋風脚」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が実行できます。"
98,"必殺技シンボル/陰陽の闘気"
99,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「必殺技効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「陰陽の闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるように
なりました！
必殺技「天宙脚」を実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「陰の闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、「鳳凰の舞」を実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「陽の闘気」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、さらに「闘魂」3種が種類を問わず付与された状態になると、最強の必殺技<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「夢幻闘舞」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が実行できます。"
100,"アルカナシンボル/マイナーアルカナ"
101,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「マイナーアルカナ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、「アルカナシンボル」にマイナーアルカナ使用時にドローしたカードが表示されるようになりました。"
102,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルチャージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、エーテルチャージの効果時間残量を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トランスゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
エーテルチャージを使用すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ルビーの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
「ルビーの神秘」を消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・ルビー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行し、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「カーバンクル・ルビー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を召喚することができます。
また、レベル15で<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルチャージ効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得することで
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トパーズの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が、レベル22で<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルチャージ効果アップII」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エメラルドの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されるようになり、異なるペットを召喚できるようになります。"
103,"ペットを召喚すると、ペットごとに対応した<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“エーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が自身に付与されます。
トランスゲージには、付与されているエーテルのスタック数と効果時間が表示されます。エーテルが付与されると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムシャイン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル26で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムブリリアンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の性能が変化します。"
104,"ペットを召喚すると、ペットごとに対応した<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“エーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が自身に付与されます。
トランスゲージには、付与されているエーテルのスタック数と効果時間が表示
されます。
エーテルが付与されると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムシャイン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムブリリアンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の性能が変化します。"
105,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・バハムート効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、アクション
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・フェニックス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>により<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“デミ・フェニックス”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を召喚できるようになりました。
サモン・フェニックス中はトランスゲージに「デミ・フェニックス」の残り顕現時間が
表示されます。
アクション「サモン・フェニックス」を使用すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ルビーの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トパーズの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エメラルドの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
また、サモン・フェニックス中は、「ルインガ」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「霊泉の炎」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に、「トライディザスター」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「煉獄の炎」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に、さらに「アストラルフロウ」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「再生の炎」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>にそれぞれ
変化します。"
106,"ペットを召喚すると、ペットごとに対応した<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“エーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が自身に付与されます。
トランスゲージには、付与されているエーテルのスタック数と効果時間が
表示されます。
エーテルが付与されると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムシャイン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムブリリアンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の性能が
変化します。
さらに、レベル86で特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エレメントマスタリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得すると、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルフロウ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>がエーテルに応じたアクションに変化します。"
107,"コーダシンボル"
108,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「戦歌効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「コーダシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました。
コーダシンボルは<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「賢人のコーダ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「軍神のコーダ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「旅神のコーダ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の3種類があり、それぞれアクション「賢人のバラード」、「軍神のパイオン」、「旅神のメヌエット」を実行することで付与されます。
「コーダシンボル」を1つ以上付与するとアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「光神のフィナーレ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用できます。"
109,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「極性マスタリーV」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「パラドックスシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
自身に「アストラルファイア」もしくは「アンブラルブリザード」と「アンブラルハート」が最大スタック数まで付与された状態で、自身の状態が反対属性に変化すると、ゲージ左側の「パラドックスシンボル」が点灯し、アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「パラドックス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が使用できます。"
110,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソイルチャージ効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、
ソイルの最大スタック数が3つに増加しました！
ソイルは<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソリッドバレル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「デーモンスローター」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>をコンボで実行することに成功すると蓄積され、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「バーストストライク」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル60で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ビートファング」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用すると消費されます。"
