key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
131193,"GatheringLeveRoute#315","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,12,"GatheringLeveSearch",0,18,0,"GatheringLeveBNpcEntry#0",False
131194,"GatheringLeveRoute#316","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","監視塔用の石材",50,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131195,"GatheringLeveRoute#321","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,6,"GatheringLeveExecution",0,19,0,"GatheringLeveBNpcEntry#0",False
131196,"GatheringLeveRoute#322","GatheringLeveRoute#323","GatheringLeveRoute#324","GatheringLeveRoute#325",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131197,"GatheringLeveRoute#327","GatheringLeveRoute#328","GatheringLeveRoute#329","GatheringLeveRoute#330","数槍鉱",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131198,"GatheringLeveRoute#332","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","良質なスターサファイア原石",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131199,"GatheringLeveRoute#326","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,12,"GatheringLeveSearch",0,18,0,"GatheringLeveBNpcEntry#0",False
131200,"GatheringLeveRoute#331","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","数槍鉱",50,,0,,0,,0,12,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131201,"GatheringLeveRoute#332","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","良質なスターサファイア原石",50,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131202,"GatheringLeveRoute#333","GatheringLeveRoute#334","GatheringLeveRoute#335","GatheringLeveRoute#336",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131203,"GatheringLeveRoute#338","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","蒼天砂",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131204,"GatheringLeveRoute#339","GatheringLeveRoute#340","GatheringLeveRoute#341","GatheringLeveRoute#342",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131205,"GatheringLeveRoute#337","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,12,"GatheringLeveSearch",0,18,0,"GatheringLeveBNpcEntry#0",False
131206,"GatheringLeveRoute#338","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","蒼天砂",50,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131207,"GatheringLeveRoute#343","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,6,"GatheringLeveExecution",0,19,0,"GatheringLeveBNpcEntry#0",False
131208,"GatheringLeveRoute#344","GatheringLeveRoute#345","GatheringLeveRoute#346","GatheringLeveRoute#347","亜戦神鉱",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131209,"GatheringLeveRoute#349","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","雲海砂",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131210,"GatheringLeveRoute#350","GatheringLeveRoute#351","GatheringLeveRoute#352","GatheringLeveRoute#353",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131211,"GatheringLeveRoute#348","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","亜戦神鉱",50,,0,,0,,0,12,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131212,"GatheringLeveRoute#349","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","雲海砂",50,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131213,"GatheringLeveRoute#354","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,6,"GatheringLeveExecution",0,19,0,"GatheringLeveBNpcEntry#0",False
131214,"GatheringLeveRoute#355","GatheringLeveRoute#356","GatheringLeveRoute#357","GatheringLeveRoute#358",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131215,"GatheringLeveRoute#360","GatheringLeveRoute#361","GatheringLeveRoute#362","GatheringLeveRoute#363","透明感のあるクリスタル",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131216,"GatheringLeveRoute#365","GatheringLeveRoute#366","GatheringLeveRoute#367","GatheringLeveRoute#368",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131217,"GatheringLeveRoute#359","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,12,"GatheringLeveSearch",0,18,0,"GatheringLeveBNpcEntry#0",False
131218,"GatheringLeveRoute#364","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","透明感のあるクリスタル",50,,0,,0,,0,12,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131219,"GatheringLeveRoute#369","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0",,0,,0,,0,,0,6,"GatheringLeveExecution",0,19,0,"GatheringLeveBNpcEntry#0",False
131220,"GatheringLeveRoute#370","GatheringLeveRoute#371","GatheringLeveRoute#372","GatheringLeveRoute#373",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131221,"GatheringLeveRoute#374","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","天柱樹の樹液",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131222,"GatheringLeveRoute#375","GatheringLeveRoute#376","GatheringLeveRoute#377","GatheringLeveRoute#378",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131223,"GatheringLeveRoute#379","GatheringLeveRoute#380","GatheringLeveRoute#381","GatheringLeveRoute#382",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131224,"GatheringLeveRoute#383","GatheringLeveRoute#384","GatheringLeveRoute#385","GatheringLeveRoute#386","ベニイソバナの欠片",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131225,"GatheringLeveRoute#387","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ネジリウミエラ",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131226,"GatheringLeveRoute#388","GatheringLeveRoute#389","GatheringLeveRoute#390","GatheringLeveRoute#391",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131227,"GatheringLeveRoute#392","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","高級家具用の原木",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131228,"GatheringLeveRoute#393","GatheringLeveRoute#394","GatheringLeveRoute#395","GatheringLeveRoute#396",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131229,"GatheringLeveRoute#397","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","得意先用の原木",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131230,"GatheringLeveRoute#398","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ヒツジゴロシ",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131231,"GatheringLeveRoute#399","GatheringLeveRoute#400","GatheringLeveRoute#401","GatheringLeveRoute#402",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131232,"GatheringLeveRoute#403","GatheringLeveRoute#404","GatheringLeveRoute#405","GatheringLeveRoute#406",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131233,"GatheringLeveRoute#407","GatheringLeveRoute#408","GatheringLeveRoute#409","GatheringLeveRoute#410","クチバシ草の花",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131234,"GatheringLeveRoute#411","GatheringLeveRoute#412","GatheringLeveRoute#413","GatheringLeveRoute#414",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131235,"GatheringLeveRoute#415","GatheringLeveRoute#416","GatheringLeveRoute#417","GatheringLeveRoute#418",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131236,"GatheringLeveRoute#419","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","古代貝の化石",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131237,"GatheringLeveRoute#420","GatheringLeveRoute#421","GatheringLeveRoute#422","GatheringLeveRoute#423",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131238,"GatheringLeveRoute#424","GatheringLeveRoute#425","GatheringLeveRoute#426","GatheringLeveRoute#427",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131239,"GatheringLeveRoute#428","GatheringLeveRoute#429","GatheringLeveRoute#430","GatheringLeveRoute#431","海緑石",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131240,"GatheringLeveRoute#432","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","キクメイシの欠片",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131241,"GatheringLeveRoute#433","GatheringLeveRoute#434","GatheringLeveRoute#435","GatheringLeveRoute#436",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131242,"GatheringLeveRoute#437","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","高速魔導駆逐艇の装甲片",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131243,"GatheringLeveRoute#438","GatheringLeveRoute#439","GatheringLeveRoute#440","GatheringLeveRoute#441",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131244,"GatheringLeveRoute#442","GatheringLeveRoute#443","GatheringLeveRoute#444","GatheringLeveRoute#445","数珠用の小石",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131245,"GatheringLeveRoute#446","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","アジムステップの輝石",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131246,"GatheringLeveRoute#447","GatheringLeveRoute#448","GatheringLeveRoute#449","GatheringLeveRoute#450",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131247,"GatheringLeveRoute#451","GatheringLeveRoute#452","GatheringLeveRoute#453","GatheringLeveRoute#454",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131248,"GatheringLeveRoute#455","GatheringLeveRoute#456","GatheringLeveRoute#457","GatheringLeveRoute#458","建材用の煉瓦",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131249,"GatheringLeveRoute#459","GatheringLeveRoute#460","GatheringLeveRoute#461","GatheringLeveRoute#462",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131250,"GatheringLeveRoute#463","GatheringLeveRoute#464","GatheringLeveRoute#465","GatheringLeveRoute#466",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131251,"GatheringLeveRoute#467","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","コルシアセージ",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131252,"GatheringLeveRoute#468","GatheringLeveRoute#469","GatheringLeveRoute#470","GatheringLeveRoute#471",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131253,"GatheringLeveRoute#472","GatheringLeveRoute#473","GatheringLeveRoute#474","GatheringLeveRoute#475",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131254,"GatheringLeveRoute#476","GatheringLeveRoute#477","GatheringLeveRoute#478","GatheringLeveRoute#479","水没した木材",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131255,"GatheringLeveRoute#480","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ピクシーシード",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131256,"GatheringLeveRoute#481","GatheringLeveRoute#482","GatheringLeveRoute#483","GatheringLeveRoute#484",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131257,"GatheringLeveRoute#485","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ロンカアロエ",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131258,"GatheringLeveRoute#486","GatheringLeveRoute#487","GatheringLeveRoute#488","GatheringLeveRoute#489",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131259,"GatheringLeveRoute#490","GatheringLeveRoute#491","GatheringLeveRoute#492","GatheringLeveRoute#493","アム・アレーンの枯木材",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131260,"GatheringLeveRoute#494","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","オイルシード",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131261,"GatheringLeveRoute#495","GatheringLeveRoute#496","GatheringLeveRoute#497","GatheringLeveRoute#498",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",True
131262,"GatheringLeveRoute#499","GatheringLeveRoute#500","GatheringLeveRoute#501","GatheringLeveRoute#502",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131263,"GatheringLeveRoute#503","GatheringLeveRoute#504","GatheringLeveRoute#505","GatheringLeveRoute#506","エルヴンハーブ",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131264,"GatheringLeveRoute#507","GatheringLeveRoute#508","GatheringLeveRoute#509","GatheringLeveRoute#510",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",True
131265,"GatheringLeveRoute#511","GatheringLeveRoute#512","GatheringLeveRoute#513","GatheringLeveRoute#514",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131266,"GatheringLeveRoute#515","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","コルシアの廃石",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131267,"GatheringLeveRoute#516","GatheringLeveRoute#517","GatheringLeveRoute#518","GatheringLeveRoute#519",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131268,"GatheringLeveRoute#520","GatheringLeveRoute#521","GatheringLeveRoute#522","GatheringLeveRoute#523",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131269,"GatheringLeveRoute#524","GatheringLeveRoute#525","GatheringLeveRoute#526","GatheringLeveRoute#527","ピンクサファイア原石",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131270,"GatheringLeveRoute#528","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","イル・メグの結晶片",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131271,"GatheringLeveRoute#529","GatheringLeveRoute#530","GatheringLeveRoute#531","GatheringLeveRoute#532",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131272,"GatheringLeveRoute#533","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ラケティカジェード原石",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131273,"GatheringLeveRoute#534","GatheringLeveRoute#535","GatheringLeveRoute#536","GatheringLeveRoute#537",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",True
131274,"GatheringLeveRoute#538","GatheringLeveRoute#539","GatheringLeveRoute#540","GatheringLeveRoute#541","浄化石",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131275,"GatheringLeveRoute#542","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","ナバスライト原石",40,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131276,"GatheringLeveRoute#543","GatheringLeveRoute#544","GatheringLeveRoute#545","GatheringLeveRoute#546",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131277,"GatheringLeveRoute#547","GatheringLeveRoute#548","GatheringLeveRoute#549","GatheringLeveRoute#550",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131278,"GatheringLeveRoute#551","GatheringLeveRoute#552","GatheringLeveRoute#553","GatheringLeveRoute#554","プラシオライト原石",32,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131279,"GatheringLeveRoute#555","GatheringLeveRoute#556","GatheringLeveRoute#557","GatheringLeveRoute#558",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131280,"GatheringLeveRoute#559","GatheringLeveRoute#560","GatheringLeveRoute#561","GatheringLeveRoute#562",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131281,"GatheringLeveRoute#563","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","研究用のウォータークレス",45,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131282,"GatheringLeveRoute#564","GatheringLeveRoute#565","GatheringLeveRoute#566","GatheringLeveRoute#567",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131283,"GatheringLeveRoute#568","GatheringLeveRoute#569","GatheringLeveRoute#570","GatheringLeveRoute#571",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131284,"GatheringLeveRoute#572","GatheringLeveRoute#573","GatheringLeveRoute#574","GatheringLeveRoute#575","刺激的なスパイス",35,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131285,"GatheringLeveRoute#576","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","燃料用のパーム樹液",45,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131286,"GatheringLeveRoute#577","GatheringLeveRoute#578","GatheringLeveRoute#579","GatheringLeveRoute#580",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131287,"GatheringLeveRoute#581","GatheringLeveRoute#582","GatheringLeveRoute#583","GatheringLeveRoute#584","接ぎ穂用の枝",35,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131288,"GatheringLeveRoute#585","GatheringLeveRoute#586","GatheringLeveRoute#587","GatheringLeveRoute#588",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131289,"GatheringLeveRoute#589","GatheringLeveRoute#590","GatheringLeveRoute#591","GatheringLeveRoute#592","チャイ用のシナモン",35,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131290,"GatheringLeveRoute#593","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","近東の巨大草本",45,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131291,"GatheringLeveRoute#594","GatheringLeveRoute#595","GatheringLeveRoute#596","GatheringLeveRoute#597",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131292,"GatheringLeveRoute#598","GatheringLeveRoute#599","GatheringLeveRoute#600","GatheringLeveRoute#601",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",True
131293,"GatheringLeveRoute#602","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","転魂塔研究用の原木",45,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",False
131294,"GatheringLeveRoute#603","GatheringLeveRoute#604","GatheringLeveRoute#605","GatheringLeveRoute#606",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131295,"GatheringLeveRoute#607","GatheringLeveRoute#608","GatheringLeveRoute#609","GatheringLeveRoute#610",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131296,"GatheringLeveRoute#611","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","補修材用の硅石",45,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131297,"GatheringLeveRoute#612","GatheringLeveRoute#613","GatheringLeveRoute#614","GatheringLeveRoute#615",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131298,"GatheringLeveRoute#616","GatheringLeveRoute#617","GatheringLeveRoute#618","GatheringLeveRoute#619",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131299,"GatheringLeveRoute#620","GatheringLeveRoute#621","GatheringLeveRoute#622","GatheringLeveRoute#623","土壌改良用の石灰石",35,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",True
131300,"GatheringLeveRoute#624","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","観賞用の巨人石",45,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131301,"GatheringLeveRoute#625","GatheringLeveRoute#626","GatheringLeveRoute#627","GatheringLeveRoute#628",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131302,"GatheringLeveRoute#629","GatheringLeveRoute#630","GatheringLeveRoute#631","GatheringLeveRoute#632","観賞用の北州石",35,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131303,"GatheringLeveRoute#633","GatheringLeveRoute#634","GatheringLeveRoute#635","GatheringLeveRoute#636",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",False
131304,"GatheringLeveRoute#637","GatheringLeveRoute#638","GatheringLeveRoute#639","GatheringLeveRoute#640","観賞用の火山岩",35,,0,,0,,0,8,"GatheringLeveSearchProcurance",0,12,0,"GatheringLeveBNpcEntry#0",False
131305,"GatheringLeveRoute#641","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","上質な濾過砂",45,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131306,"GatheringLeveRoute#642","GatheringLeveRoute#643","GatheringLeveRoute#644","GatheringLeveRoute#645",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",True
131307,"GatheringLeveRoute#646","GatheringLeveRoute#647","GatheringLeveRoute#648","GatheringLeveRoute#649",,0,,0,,0,,0,8,"GatheringLeveSearch",0,10,0,"GatheringLeveBNpcEntry#0",False
131308,"GatheringLeveRoute#650","GatheringLeveRoute#0","GatheringLeveRoute#0","GatheringLeveRoute#0","研磨用の鉄雲母",45,,0,,0,,0,0,"GatheringLeveProcurance",0,11,0,"GatheringLeveBNpcEntry#0",True
131309,"GatheringLeveRoute#651","GatheringLeveRoute#652","GatheringLeveRoute#653","GatheringLeveRoute#654",,0,,0,,0,,0,4,"GatheringLeveExecution",0,13,0,"GatheringLeveBNpcEntry#0",True
