key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
51,"立ち上がる","event_base/event_base_chair_end","","","event_base/event_base_chair_end","","","",False,False,False,"スペシャル","EmoteMode#2",True,False,False,False,0,,"ui/icon/064000/064054.tex","","",0
52,"地面に座る","emote/jmn","event_base/event_base_ground_start","","","","","",False,False,False,"スペシャル","EmoteMode#1",False,False,True,False,13002,"/groundsit","ui/icon/064000/064054.tex","","",0
53,"立ち上がる","event_base/event_base_ground_end","","event_base/event_base_ground_end","","","","",False,False,False,"スペシャル","EmoteMode#1",True,False,False,False,0,,"ui/icon/064000/064054.tex","","",0
54,"引用","emote/airquotes","","","emote/u_airquotes","emote/u_airquotes","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,5034,"/airquotes","ui/icon/064000/064063.tex","","",0
55,"黒渦団・敬礼","emote/salute_gca","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,10,"/gcsalute","ui/icon/064000/064046.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に黒渦団式敬礼をした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は黒渦団式敬礼をした。",0
56,"双蛇党・敬礼","emote/salute_gcb","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,10,"/gcsalute","ui/icon/064000/064047.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に双蛇党式敬礼をした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は双蛇党式敬礼をした。",0
57,"不滅隊・敬礼","emote/salute_gcc","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,10,"/gcsalute","ui/icon/064000/064048.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に不滅隊式敬礼をした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は不滅隊式敬礼をした。",0
58,"祈る","emote/pray","","emote/add_pray","emote/u_pray","emote/u_pray","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,1009,"/pray","ui/icon/064000/064064.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に祈った。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は祈った。",0
59,"帝国式敬礼","emote/salute_emp","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,11,"/imperialsalute","ui/icon/064000/064066.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に帝国式敬礼をした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は帝国式敬礼をした。",23
60,"頭装備の操作","","","","","","","",True,True,True,"スペシャル","EmoteMode#0",False,False,False,False,19999,"/visor","ui/icon/064000/064065.tex","","",0
61,"頭装備の操作","","","","","","","",True,True,True,"スペシャル","EmoteMode#0",False,False,False,False,0,,"ui/icon/064000/064065.tex","","",0
62,"メガフレア","emote_sp/sp08","","","","","","",False,False,False,"スペシャル","EmoteMode#0",False,True,False,False,12003,"/megaflare","ui/icon/064000/064352.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にメガフレアの如き光を放ってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はメガフレアの如き光を放った。",379
63,"演舞","emote/act_emot16","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,6008,"/crimsonlotus","ui/icon/064000/064353.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に演舞してみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は演舞した。",378
64,"魅惑の抱擁","emote_sp/sp09_loop","emote_sp/sp09_start","","","","","",False,False,False,"スペシャル","EmoteMode#33",False,True,False,False,10021,"/charmed","ui/icon/064000/064354.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に魅惑の抱擁で魅了されてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は魅惑の抱擁で魅了された。",384
65,"声援：青","emote_sp/sp10_loop","emote_sp/sp10_start","","","","","",False,False,False,"スペシャル","EmoteMode#34",False,True,False,False,10022,"/cheeron","ui/icon/064000/064355.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に声援を送った。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は声援を送った。",381
66,"声援：黄","emote_sp/sp11_loop","emote_sp/sp11_start","","","","","",False,False,False,"スペシャル","EmoteMode#35",False,True,False,False,10023,"/cheerwave","ui/icon/064000/064356.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に声援を送った。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は声援を送った。",382
67,"声援：赤","emote_sp/sp12_loop","emote_sp/sp12_start","","","","","",False,False,False,"スペシャル","EmoteMode#36",False,True,False,False,10024,"/cheerjump","ui/icon/064000/064357.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に声援を送った。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は声援を送った。",383
68,"表情：素顔","facial/pose/base","","facial/pose/base","facial/pose/base","facial/pose/base","facial/pose/base","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20001,"/straightface","ui/icon/064000/064101.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に素の表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は素の表情になった。",0
69,"表情：微笑","facial/pose/smile","","facial/pose/smile","facial/pose/smile","facial/pose/smile","facial/pose/smile","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20002,"/smile","ui/icon/064000/064102.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に微笑んでみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は微笑を浮かべた。",0
70,"表情：笑顔","facial/pose/smile_st","","facial/pose/smile_st","facial/pose/smile_st","facial/pose/smile_st","facial/pose/smile_st","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20003,"/grin","ui/icon/064000/064103.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に笑顔をみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は笑顔になった。",0
71,"表情：自信","facial/pose/bossy","","facial/pose/bossy","facial/pose/bossy","facial/pose/bossy","facial/pose/bossy","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20006,"/smirk","ui/icon/064000/064104.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に自信あふれる表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は自信あふれる表情になった。",0
72,"表情：不敵","facial/pose/comeon","","facial/pose/comeon","facial/pose/comeon","facial/pose/comeon","facial/pose/comeon","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20007,"/taunt","ui/icon/064000/064105.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に不敵な表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は不敵な表情になった。",0
73,"表情：瞑目","facial/pose/bow","","facial/pose/bow","facial/pose/bow","facial/pose/bow","facial/pose/bow","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20008,"/shuteyes","ui/icon/064000/064106.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に目を閉ざしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は目を閉ざした。",0
74,"表情：泣き顔","facial/pose/cry","","facial/pose/cry","facial/pose/cry","facial/pose/cry","facial/pose/cry","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20009,"/sad","ui/icon/064000/064107.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に泣き顔をみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は泣き顔になった。",0
75,"表情：恐怖","facial/pose/fear","","facial/pose/fear","facial/pose/fear","facial/pose/fear","facial/pose/fear","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20010,"/scared","ui/icon/064000/064108.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に恐怖を感じた表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は恐怖を感じた表情になった。",0
76,"表情：呆然","facial/pose/freeze","","facial/pose/freeze","facial/pose/freeze","facial/pose/freeze","facial/pose/freeze","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20011,"/amazed","ui/icon/064000/064109.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に呆然とした表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は呆然とした表情になった。",0
77,"表情：激痛","facial/pose/ouch_st","","facial/pose/ouch_st","facial/pose/ouch_st","facial/pose/ouch_st","facial/pose/ouch_st","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20012,"/ouch","ui/icon/064000/064110.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に痛そうな表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は痛そうな表情になった。",0
78,"表情：不機嫌","facial/pose/spewing","","facial/pose/spewing","facial/pose/spewing","facial/pose/spewing","facial/pose/spewing","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20013,"/annoyed","ui/icon/064000/064111.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に不機嫌そうな表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は不機嫌そうな表情になった。",0
79,"表情：感知","facial/pose/what","","facial/pose/what","facial/pose/what","facial/pose/what","facial/pose/what","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20014,"/alert","ui/icon/064000/064112.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に何かに気づいた表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は何かに気づいた表情になった。",0
80,"表情：心配","facial/pose/worry","","facial/pose/worry","facial/pose/worry","facial/pose/worry","facial/pose/worry","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20015,"/worried","ui/icon/064000/064113.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に心配そうな表情をしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は心配そうな表情になった。",0
81,"表情：破顔","facial/pose/grin","","facial/pose/grin","facial/pose/grin","facial/pose/grin","facial/pose/grin","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20022,"/biggrin","ui/icon/064000/064125.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に破顔してみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は破顔した。",388
82,"表情：熟考","facial/pose/meditate","","facial/pose/meditate","facial/pose/meditate","facial/pose/meditate","facial/pose/meditate","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20023,"/reflect","ui/icon/064000/064126.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に熟考してみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は熟考した。",389
83,"表情：眉をひそめる","facial/pose/doubtful","","facial/pose/doubtful","facial/pose/doubtful","facial/pose/doubtful","facial/pose/doubtful","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20024,"/furrow","ui/icon/064000/064127.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に眉をひそめてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は眉をひそめた。",0
84,"表情：苦笑い","facial/pose/wrysmile_cl","","facial/pose/wrysmile_cl","facial/pose/wrysmile_cl","facial/pose/wrysmile_cl","facial/pose/wrysmile_cl","",True,True,True,"表情","EmoteMode#0",False,False,False,False,20025,"/scoff","ui/icon/064000/064128.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に苦笑いしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は苦笑いした。",0
85,"投げる","emote_sp/throw_snow_no_vfx","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,5024,"/throw","ui/icon/064000/064050.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に何かを投げた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は何かを投げた。",24
86,"雪玉を投げる","emote_sp/throw_snow","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,0,,"ui/icon/064000/064050.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に雪玉を投げた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は雪玉を投げた。",24
87,"雪玉を投げる","emote_sp/throw_snow_no_target","","","","","","",False,False,False,"全般","EmoteMode#0",False,False,False,False,0,,"ui/icon/064000/064050.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に雪玉を投げた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は雪玉を投げた。",24
88,"寝る","emote/bed_liedown_loop","emote/bed_liedown_start","","","","","",False,False,False,"スペシャル","EmoteMode#3",False,False,False,False,0,,,"","",0
89,"","emote/bed_liedown_end","","","","","emote/bed_liedown_end","",False,False,False,"スペシャル","EmoteMode#3",True,False,False,False,0,,"ui/icon/064000/064054.tex","","",0
90,"ポーズを変える","","","","","","","",False,False,False,"スペシャル","EmoteMode#0",False,False,False,False,19998,"/changepose","ui/icon/064000/064068.tex","","",0
91,"","emote/pose01_loop","emote/pose01_start","","","","","",False,False,False,"","EmoteMode#0",False,False,False,False,0,,,"","",0
92,"","emote/pose02_loop","emote/pose02_start","","","","","",False,False,False,"","EmoteMode#0",False,False,False,False,0,,,"","",0
93,"","emote/b_pose01_loop","emote/b_pose01_start","","","","","",False,False,False,"","EmoteMode#0",False,False,False,False,0,,,"","",0
94,"","","","","","","","",False,False,False,"","EmoteMode#0",False,False,False,False,0,,,"","",0
95,"","emote/s_pose01_loop","emote/s_pose01_start","","emote/s_pose01_loop","","","",False,False,False,"","EmoteMode#2",False,False,False,False,0,,,"","",0
96,"","emote/s_pose02_loop","emote/s_pose02_start","","emote/s_pose02_loop","","","",False,False,False,"","EmoteMode#2",False,False,False,False,0,,,"","",0
97,"","emote/j_pose01_loop","emote/j_pose01_start","emote/j_pose01_loop","","","","",False,False,False,"","EmoteMode#1",False,False,False,False,0,,,"","",0
98,"","emote/j_pose02_loop","emote/j_pose02_start","emote/j_pose02_loop","","","","",False,False,False,"","EmoteMode#1",False,False,False,False,0,,,"","",0
99,"","emote/l_pose02_loop","emote/l_pose02_start","","","","emote/l_pose02_loop","",False,False,False,"","EmoteMode#3",False,False,False,False,0,,,"","",0
100,"","emote/l_pose01_loop","emote/l_pose01_start","","","","emote/l_pose01_loop","",False,False,False,"","EmoteMode#3",False,False,False,False,0,,,"","",0
101,"ステップダンス","emote/dance_male_loop","emote/dance_male_start","","","","","",False,False,False,"スペシャル","EmoteMode#4",False,True,False,False,10001,"/stepdance","ui/icon/064000/064069.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にステップダンスを踊ってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はステップダンスを踊った。",27
102,"豊穣の舞","emote/dance_female_loop","emote/dance_female_start","","","","","",False,False,False,"スペシャル","EmoteMode#5",False,True,False,False,10002,"/harvestdance","ui/icon/064000/064070.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に豊穣の舞を踊ってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は豊穣の舞を踊った。",28
103,"宮廷の舞","emote/dance_elezen_loop","emote/dance_elezen_start","","","","","",False,False,False,"スペシャル","EmoteMode#6",False,True,False,False,10003,"/balldance","ui/icon/064000/064071.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に宮廷の舞を踊ってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は宮廷の舞を踊った。",29
104,"紳士の舞","emote/dance_lalafell_loop","emote/dance_lalafell_start","","","","","",False,False,False,"スペシャル","EmoteMode#7",False,True,False,False,10004,"/mandervilledance","ui/icon/064000/064072.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に紳士の舞を踊ってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は紳士の舞を踊った。",30
105,"なでる","emote/stroke_top","","","emote/u_stroke_top","emote/u_stroke_top","","emote_ajust/u_stroke_side",True,True,True,"全般","EmoteMode#0",False,True,False,False,2008,"/stroke","ui/icon/064000/064067.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>をなでた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はなでた。",0
106,"わたす","emote/hand_over","","","emote/u_hand_over","emote/u_hand_over","","emote_ajust/u_hand_over",True,True,True,"全般","EmoteMode#0",False,True,False,False,5026,"/handover","ui/icon/064000/064073.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に何かをわたした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は何かをわたした。",0
107,"","emote/pose03_loop","emote/pose03_start","","","","","",False,False,False,"","EmoteMode#0",False,False,False,False,0,,,"","",0
108,"","emote/pose04_loop","emote/pose04_start","","","","","",False,False,False,"","EmoteMode#0",False,False,False,False,0,,,"","",0
109,"ボム踊り","emote/dance01_loop","emote/dance01_start","","","","","",False,False,False,"スペシャル","EmoteMode#8",False,True,False,False,10005,"/bombdance","ui/icon/064000/064074.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にボム踊りを踊ってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はボム踊りを踊った。",98
110,"勝ちどき","emote/battle01","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,True,2005,"/hurray","ui/icon/064000/064075.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に勝ちどきをあげてみせた！","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は勝ちどきをあげた！",225
111,"平手打ち","emote/hirate","","","emote/u_hirate","emote/u_hirate","","emote_ajust/u_hirate",True,True,True,"全般","EmoteMode#0",False,True,False,False,5017,"/slap","ui/icon/064000/064076.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>を平手打ちした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は平手打ちした。",0
112,"ハグ","emote/hug","","","emote/u_hug","emote/u_hug","","emote_ajust/u_hug",True,True,True,"全般","EmoteMode#0",False,True,False,False,2006,"/hug","ui/icon/064000/064077.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>をハグした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はハグした。",0
